id,title,genre,vote_average,vote_count,runtime,release_date,revenue,popularity
83666,Moonrise Kingdom,Comedy,7.6,1662,94,2012-05-16,68263166,41.083914
10781,The Texas Chainsaw Massacre: The Beginning,Horror,5.9,402,91,2006-10-06,0,21.380635
318850,The Young Messiah,Drama,6.4,30,120,2016-03-10,6490401,1.884558
13908,The Master of Disguise,Comedy,3.7,78,80,2002-08-02,0,4.382761
1417,Pan's Labyrinth,Fantasy,7.6,3041,118,2006-05-27,83258226,90.809408
39180,See Spot Run,Action,4.8,44,94,2001-03-02,0,6.579017
16161,Baby Boy,Crime,7.4,55,130,2001-06-27,29381649,7.854989
49950,The Roommate,Thriller,5.3,224,91,2011-02-04,40492759,11.807269
10956,Joe Dirt,Mystery,5.5,242,91,2001-04-10,30987695,15.976335
9594,Double Impact,Thriller,5.3,215,110,1991-08-10,30102717,10.484642
4638,Hot Fuzz,Crime,7.4,2199,121,2007-02-14,80573774,38.623178
13972,The Women,Comedy,4.6,96,114,2008-09-12,50007546,8.8321
5038,Vicky Cristina Barcelona,Drama,6.7,1020,96,2008-08-15,96408652,32.758254
13491,Arn: The Knight Templar,Action,6.4,76,139,2007-12-17,0,6.091033
10571,Boys and Girls,Comedy,5.4,103,94,2000-06-16,20627372,9.119797
10994,White Oleander,Drama,7.2,108,109,2002-10-11,0,9.423866
19994,Jennifer's Body,Comedy,5.3,837,100,2009-09-18,31556061,32.257414
25166,Drowning Mona,Comedy,5.4,43,96,2000-03-03,15427192,3.021835
30890,Radio Days,Comedy,7,127,90,1987-01-30,0,7.612849
23169,Remember Me,Drama,6.9,948,113,2010-03-12,0,36.764666
17403,How to Deal,Drama,5.7,42,99,2003-07-18,0,3.199784
12120,My Stepmother is an Alien,Comedy,5.3,131,108,1988-12-09,13854000,9.455596
9800,Philadelphia,Drama,7.6,988,125,1993-12-22,206678440,44.301745
1090,The Thirteenth Floor,Thriller,6.8,378,100,1999-04-16,18564088,19.890428
18475,The Cookout,Comedy,4.6,10,97,2004-09-03,12,0.830596
40160,Meteor,Action,5.1,36,107,1979-10-19,0,2.637355
18074,Duets,Comedy,5.5,34,112,2000-09-09,0,2.25453
9689,Hollywood Ending,Comedy,6.4,113,112,2002-05-03,0,8.711782
9781,Detroit Rock City,Comedy,6.7,100,95,1999-08-13,4217115,5.700333
8009,Highlander,Adventure,6.8,624,116,1986-03-07,5900000,29.253833
3877,Things We Lost in the Fire,Drama,6.7,90,113,2007-09-26,2849142,8.842869
8854,Steel,Science Fiction,4.3,48,97,1997-08-15,1686429,2.848727
152599,The Immigrant,Drama,6.2,250,117,2013-07-03,5867686,13.832464
18840,The White Countess,Drama,6.9,21,135,2005-10-30,0,4.488547
68727,Trance,Thriller,6.5,956,101,2013-03-27,24261569,38.802415
12657,Soul Plane,Romance,4.7,108,86,2004-05-28,14822346,9.400404
8265,Welcome to the Sticks,Comedy,6.8,615,106,2008-01-09,53191886,18.923181
12410,Good,Drama,6.3,29,96,2008-12-11,0,2.397987
34647,Enter the Void,Fantasy,7.2,387,161,2009-05-05,754249,20.39955
73935,Vamps,Comedy,4.8,91,93,2012-08-25,0,7.251897
28178,Hachi: A Dog's Tale,Drama,7.7,1717,93,2009-06-13,47801389,43.217089
185567,Zulu,Crime,6.7,172,110,2013-12-04,0,14.529496
264656,The Homesman,Western,6.4,258,122,2014-05-18,3442853,20.59148
35696,Juwanna Mann,Comedy,4.2,20,91,2002-06-21,0,2.244947
16351,Ararat,War,5.7,16,115,2002-05-20,0,1.326264
38717,Madison,Action,5.3,3,99,2001-01-23,0,0.212108
18777,Slow Burn,Mystery,5.5,16,93,2005-09-12,1237615,6.630856
2110,Wasabi,Drama,6.2,283,94,2001-10-31,0,18.20957
9035,Slither,Comedy,6.3,317,95,2006-03-31,0,17.327279
90,Beverly Hills Cop,Action,6.8,961,105,1984-11-29,316360478,29.843818
771,Home Alone,Comedy,7.1,2414,103,1990-11-09,476684675,2.186927
12154,Three Men and a Baby,Family,5.8,253,102,1987-11-27,0,12.335827
9576,Tootsie,Comedy,6.9,421,116,1982-12-16,177200000,20.818567
744,Top Gun,Action,6.7,1698,110,1986-05-16,356830601,58.900647
146,"Crouching Tiger, Hidden Dragon",Adventure,7.2,927,120,2000-10-01,213525736,45.742254
14,American Beauty,Drama,7.9,3313,122,1999-09-15,356296601,80.878605
45269,The King's Speech,Drama,7.6,2752,118,2010-09-06,414211549,54.053576
9493,Twins,Comedy,5.7,559,107,1988-12-09,216614388,17.638286
22556,The Yellow Handkerchief,Drama,6.4,52,102,2008-12-17,317000,3.803495
873,The Color Purple,Drama,7.7,338,154,1985-12-18,146292009,17.571533
33196,Tidal Wave,Action,6.5,48,120,2009-06-06,11301649,4.628525
205596,The Imitation Game,History,8,5723,113,2014-11-14,233555708,145.364591
10765,Private Benjamin,Comedy,6,102,109,1980-10-06,0,12.18838
16769,Coal Miner's Daughter,Drama,7.2,67,125,1980-03-07,67182787,3.826685
33217,Diary of a Wimpy Kid,Comedy,5.9,355,92,2010-03-19,75700498,21.095489
132232,Mama,Horror,6,1401,100,2013-01-17,146497771,47.455148
11153,National Lampoon's Vacation,Comedy,7.1,410,98,1983-07-28,61399552,22.838834
208134,Bad Grandpa,Comedy,6,680,92,2013-10-22,151831537,27.165222
1165,The Queen,Drama,6.8,338,103,2006-09-15,123384128,19.113278
4011,Beetlejuice,Fantasy,7.1,1444,92,1988-02-29,73326666,58.553213
17202,Why Did I Get Married?,Comedy,6.1,33,113,2007-10-12,55184721,2.005111
9587,Little Women,Drama,7,215,115,1994-12-21,0,16.418639
65086,The Woman in Black,Drama,6.1,1206,95,2012-02-01,127730736,43.675191
10053,When a Stranger Calls,Horror,5.4,268,87,2006-02-03,66966987,4.688212
11870,Big Fat Liar,Comedy,5.6,197,88,2002-02-08,52970014,9.125594
11778,The Deer Hunter,Drama,7.8,921,183,1978-12-08,50000000,19.786392
586,Wag the Dog,Comedy,6.7,270,97,1997-12-25,64256513,13.581966
18736,The Lizzie McGuire Movie,Family,5.7,280,94,2003-04-25,55534455,11.927667
134411,Snitch,Thriller,5.8,1138,112,2013-02-21,42930462,30.556135
287903,Krampus,Horror,5.9,584,98,2015-11-26,61548707,31.565117
9276,The Faculty,Horror,6.2,492,104,1998-12-25,40283321,21.535126
15765,What's Love Got to Do with It,Drama,6.9,72,118,1993-06-09,0,7.921311
2142,Cop Land,Action,6.6,382,104,1997-08-15,44862187,19.284129
11397,Not Another Teen Movie,Comedy,5.5,431,89,2001-12-07,66468332,23.423082
77016,End of Watch,Crime,7.2,1170,109,2012-09-20,48126384,49.517264
11478,The Skulls,Crime,5.8,156,106,2000-03-31,35007180,11.375032
266856,The Theory of Everything,Drama,7.8,3311,123,2014-11-26,123726688,61.182331
13411,Malibu's Most Wanted,Comedy,4.7,77,86,2003-04-10,0,7.314796
10564,Where the Heart Is,Comedy,6.9,155,120,2000-04-27,33771174,6.857923
947,Lawrence of Arabia,Adventure,7.8,851,216,1962-12-10,69995385,41.286336
24150,Halloween II,Horror,5.1,267,105,2009-08-28,39421467,12.929525
228970,Wild,Drama,7,951,115,2014-12-05,52501541,42.952942
18405,The Last House on the Left,Crime,6.2,440,110,2009-03-13,32721635,19.760383
6961,The Wedding Date,Comedy,6.2,230,88,2005-02-04,47175038,10.194097
11442,Halloween: Resurrection,Horror,4.5,228,94,2002-07-01,37664855,11.045593
2493,The Princess Bride,Adventure,7.6,1486,98,1987-09-18,30857814,44.533612
14047,The Great Debaters,Drama,6.9,151,126,2007-12-27,30226144,10.84158
64690,Drive,Drama,7.4,3725,100,2011-08-06,78054825,49.294864
11132,Confessions of a Teenage Drama Queen,Comedy,5.1,221,89,2004-02-17,29331068,7.424798
17127,The Object of My Affection,Comedy,5.6,72,111,1998-04-17,46905889,5.164281
1562,28 Weeks Later,Horror,6.5,1197,100,2007-04-26,64238440,34.759855
232679,When the Game Stands Tall,Drama,6.3,130,115,2014-08-22,30127963,7.297757
17880,Because of Winn-Dixie,Comedy,6.1,61,106,2005-02-18,32645546,3.334804
14736,Love & Basketball,Action,7.4,88,124,2000-04-21,27728118,2.027393
9434,Grosse Pointe Blank,Action,6.9,275,107,1997-04-11,28084357,13.817269
23706,All About Steve,Comedy,4.7,295,99,2009-09-04,40105542,13.237835
11531,Book of Shadows: Blair Witch 2,Mystery,4.3,212,90,2000-10-27,0,3.890223
9100,The Craft,Drama,6.3,380,101,1996-05-03,24769466,19.517239
116,Match Point,Drama,7.3,1105,124,2005-10-26,85306374,30.669913
38843,Ramona and Beezus,Comedy,6.1,245,103,2010-07-23,0,9.681147
1245,The Remains of the Day,Drama,7.5,202,134,1993-11-05,23237911,15.355589
4995,Boogie Nights,Drama,7.5,796,155,1997-09-11,43101594,19.85579
10413,Nowhere to Run,Action,5.5,119,94,1993-01-15,0,11.689337
14012,Flicka,Drama,6.1,52,95,2006-10-20,21000000,3.043589
9793,The Hills Have Eyes 2,Horror,5.2,351,89,2007-03-22,0,17.141376
12212,Urban Legends: Final Cut,Horror,4.4,100,97,2000-09-19,38574362,8.885017
13768,Tuck Everlasting,Fantasy,6.4,128,90,2002-10-11,0,4.115398
8975,The Marine,Action,5,163,92,2006-10-13,22165608,7.679336
342521,Keanu,Action,6,421,94,2016-04-21,20566327,18.268009
45272,Country Strong,Drama,5.9,80,117,2010-12-22,20529194,7.809701
9424,Disturbing Behavior,Mystery,5.5,104,84,1998-07-24,17507368,9.378688
97367,The Place Beyond the Pines,Drama,6.8,1653,140,2013-03-20,35485608,35.395129
254904,The November Man,Crime,6,639,108,2014-08-27,32556119,45.317278
18681,Eye of the Beholder,Drama,5.3,42,109,1999-09-04,0,4.302941
12162,The Hurt Locker,Drama,7.2,1840,131,2008-10-10,42000000,47.006162
11495,Firestarter,Fantasy,5.9,173,114,1984-05-11,17080167,11.379652
64689,Killing Them Softly,Crime,5.8,742,97,2012-09-20,37930465,24.612603
157849,A Most Wanted Man,Thriller,6.5,541,121,2014-07-25,31554855,26.708193
13166,Freddy Got Fingered,Comedy,4.6,115,87,2001-04-18,0,8.710294
15511,VeggieTales: The Pirates Who Don't Do Anything,Adventure,5.9,25,85,2008-01-11,0,1.800119
37003,U2 3D,Music,6.7,10,85,2007-05-19,22730842,0.335195
12211,Highlander: Endgame,Action,4.4,104,87,2000-09-01,15843608,11.782725
13816,Idlewild,Crime,5.1,17,121,2006-08-25,0,2.711955
51828,One Day,Drama,7,978,107,2011-03-02,59389433,16.629173
22798,Whip It,Drama,6.7,357,111,2009-09-13,16633035,20.05902
7501,Knockaround Guys,Crime,5.9,97,92,2001-09-07,12000000,8.113634
10743,Confidence,Action,6.4,126,97,2003-04-25,0,9.87419
37718,The Muse,Fantasy,5.3,31,97,1999-08-27,0,2.857936
15237,De-Lovely,Drama,6.3,32,125,2004-07-02,0,3.138118
9686,New York Stories,Comedy,6.2,64,124,1989-03-10,0,6.684096
17644,Barney's Great Adventure,Family,2.9,8,76,1998-01-01,0,0.722911
97430,The Man with the Iron Fists,Action,5.2,358,96,2012-11-02,15608545,17.672021
12257,Home Fries,Drama,4.8,32,93,1998-11-25,10443316,3.033471
13539,Here On Earth,Romance,5.4,48,96,2000-03-23,0,3.313257
68,Brazil,Comedy,7.5,861,132,1985-02-20,0,41.089863
14024,Raise Your Voice,Music,6,211,103,2004-08-10,14867514,10.9071
115,The Big Lebowski,Comedy,7.8,2926,117,1998-03-06,46189568,49.230089
7874,Black Snake Moan,Drama,6.6,243,116,2006-12-08,10903846,11.429607
4911,Dark Blue,Action,6.5,85,118,2002-12-14,9237470,6.373316
1988,A Mighty Heart,Drama,6.7,95,100,2007-01-01,18928871,9.717392
16222,Whatever It Takes,Drama,5,37,94,2000-03-31,9902115,8.074807
9557,Boat Trip,Comedy,4.7,146,94,2002-10-01,8586376,7.034752
9026,The Importance of Being Earnest,Comedy,6.7,127,97,2002-05-17,0,7.250379
57943,The Love Letter,Comedy,4.7,3,98,1998-02-01,0,0.116873
18276,Hoot,Drama,5.5,44,91,2006-05-05,0,7.712206
8321,In Bruges,Comedy,7.4,1388,107,2008-02-08,34533783,25.329493
72359,Peeples,Comedy,5.6,26,95,2013-05-09,0,5.112809
10186,The Rocker,Comedy,5.6,156,102,2008-08-20,8762890,13.832376
25704,Post Grad,Comedy,5,100,89,2009-08-21,6405245,7.446069
133694,Promised Land,Drama,6,243,106,2012-09-23,8138788,13.568302
19265,Whatever Works,Comedy,6.8,350,92,2009-06-19,35097815,21.857387
36047,The In Crowd,Thriller,4.7,15,105,2000-07-19,5217498,0.249245
8053,The Three Burials of Melquiades Estrada,Adventure,7,177,121,2005-11-17,12036149,12.163832
2290,Jakob the Liar,Comedy,6,90,120,1999-09-16,0,8.962245
5236,Kiss Kiss Bang Bang,Action,7.2,886,103,2005-09-05,15785148,32.690038
6552,Idle Hands,Thriller,6.1,182,92,1999-04-30,4152230,8.583217
1018,Mulholland Drive,Thriller,7.6,1477,147,2001-05-16,20117339,31.60985
10075,Blood and Chocolate,Drama,5.4,87,98,2007-01-26,0,12.295216
38031,You Will Meet a Tall Dark Stranger,Comedy,5.8,251,98,2010-05-23,0,12.4654
42188,Never Let Me Go,Drama,6.8,737,104,2010-09-15,9455232,30.983397
112430,The Company,Drama,7,12,276,2007-08-05,0,1.485324
6687,Transsiberian,Thriller,6.5,195,111,2008-01-18,5926410,11.428903
13853,The Clan of the Cave Bear,Adventure,4.8,27,98,1986-01-17,0,5.484679
31306,Crazy in Alabama,Comedy,6.5,12,111,1999-10-22,0,5.770246
8461,Funny Games,Horror,6.3,545,112,2007-10-20,7938872,15.175289
331592,Listening,Drama,5.5,31,100,2015-09-11,0,2.414721
47692,Felicia's Journey,Drama,6.6,23,116,1999-11-24,0,0.470645
19,Metropolis,Drama,8,657,153,1927-01-10,650422,32.351527
10045,District B13,Action,6.5,565,84,2004-11-09,9584131,17.493735
400,Things to Do in Denver When You're Dead,Drama,6.7,85,116,1995-12-01,529766,6.932221
253450,The Assassin,Action,6.6,157,105,2015-08-27,632542,8.142166
9104,Buffalo Soldiers,Drama,6.5,93,98,2001-09-08,0,6.329672
11190,The Return,Thriller,7.4,100,105,2003-06-25,0,7.744166
16353,Ong Bak 2,Adventure,6,152,98,2008-12-04,8936663,9.029489
23759,Centurion,Adventure,5.9,386,97,2010-02-15,6814789,22.708647
24206,Silent Trigger,Drama,5,22,93,1996-06-26,76382,2.609057
10185,The Midnight Meat Train,Mystery,6,290,98,2008-08-07,3533227,19.913961
75033,Winnie Mandela,Drama,5.2,5,107,2011-09-16,0,1.897761
74536,The Son of No One,Drama,4.8,92,90,2011-11-04,0,7.701186
31668,All The Queen's Men,Action,6.1,7,99,2001-10-14,23000,1.833058
13501,The Good Night,Comedy,5.7,41,93,2007-01-25,20380,12.185204
15208,Bathory: Countess of Blood,Drama,5.6,31,141,2008-07-04,0,2.500218
172391,Khumba,Animation,5.8,72,85,2013-07-18,27187375,6.459787
262543,Automata,Thriller,5.6,670,110,2014-10-09,0,49.808505
9288,Dungeons & Dragons: Wrath of the Dragon God,Action,4.8,36,105,2005-01-01,0,4.901936
370980,Chiamatemi Francesco - Il Papa della gente,Drama,7.3,12,,2015-12-03,0,0.738646
20083,Shinjuku Incident,Drama,6.7,65,119,2009-03-22,0,5.294319
40880,Pandaemonium,Drama,4.5,2,124,2001-06-29,0,0.165367
137,Groundhog Day,Romance,7.4,2301,101,1993-02-11,70906973,52.744331
264999,Magic Mike XXL,Comedy,6.3,706,115,2015-07-01,122513057,29.660993
454,Romeo + Juliet,Drama,6.7,1374,120,1996-10-31,147298761,41.493042
53457,Sarah's Key,Drama,7.2,196,111,2010-09-16,17511906,10.072199
288980,Freedom,Drama,5.8,9,98,2014-08-21,0,4.389363
33,Unforgiven,Western,7.7,1113,131,1992-08-07,159157447,37.380435
1951,Manderlay,Drama,6.9,78,139,2005-05-16,674918,7.05145
12405,Slumdog Millionaire,Drama,7.6,2827,120,2008-05-12,377910544,59.258969
10998,Fatal Attraction,Drama,6.6,291,119,1987-09-11,320145693,16.742972
114,Pretty Woman,Romance,7,1746,119,1990-03-23,463000000,45.473484
9396,Crocodile Dundee II,Adventure,5.5,303,110,1988-05-19,239606210,15.474831
319910,Broken Horses,Thriller,5,10,101,2015-03-15,0,4.289676
2604,Born on the Fourth of July,Drama,6.7,395,145,1989-12-20,161001698,25.949277
864,Cool Runnings,Comedy,6.8,491,98,1993-09-30,154864401,22.409117
14435,My Bloody Valentine,Mystery,5.3,299,101,2009-01-16,100734718,13.706357
1931,Stomp the Yard,Drama,6.1,88,114,2007-05-16,75511123,6.92205
691,The Spy Who Loved Me,Adventure,6.6,507,125,1977-07-07,185438673,27.17347
9877,Urban Legend,Horror,5.6,290,99,1998-09-25,72527595,12.159009
62008,Good Deeds,Comedy,6.2,45,111,2012-02-23,0,4.448494
12227,White Fang,Action,6.5,135,107,1991-01-18,34793160,13.13724
13824,Superstar,Comedy,5.1,83,81,1999-10-08,0,4.04701
71688,The Iron Lady,History,6.2,527,105,2011-12-30,114956699,23.3784
15173,Jonah: A VeggieTales Movie,Action,6.4,22,82,2002-10-04,0,1.446172
8291,Poetic Justice,Drama,6.9,47,109,1993-07-23,27515786,3.650857
13950,All About the Benjamins,Action,5.8,48,95,2002-03-08,25482931,5.102258
12158,Vampire in Brooklyn,Comedy,4.5,111,100,1995-10-27,19800000,6.772615
11586,Exorcist II: The Heretic,Horror,4.5,133,118,1977-06-17,30749142,11.543363
10008,An American Haunting,Horror,5.3,142,83,2005-05-05,0,7.436315
2830,My Boss's Daughter,Comedy,4.4,180,83,2003-08-21,0,14.813614
12403,A Perfect Getaway,Thriller,6.2,351,98,2009-06-08,22852638,20.792603
34563,Our Family Wedding,Comedy,5.7,39,103,2010-03-12,21409028,6.733485
14557,Dead Man on Campus,Comedy,5.6,49,96,1998-08-21,0,7.708227
10368,Tea with Mussolini,Comedy,5.8,32,117,1999-03-25,21001563,2.238646
10280,Thinner,Horror,5.5,124,92,1996-10-25,0,7.866961
12637,"New York, New York",Drama,6.1,67,155,1977-06-21,0,3.876242
34152,Crooklyn,Comedy,6.7,31,115,1994-05-13,0,1.89218
14434,I Think I Love My Wife,Comedy,5,55,90,2007-03-16,13196245,4.536745
11470,Jason X,Horror,4.5,291,91,2001-07-24,16951798,11.220643
10741,Bobby,History,6.4,119,120,2006-09-05,0,11.706309
24940,Head Over Heels,Comedy,5.3,73,86,2001-02-02,10424470,4.66723
82679,Fun Size,Comedy,5.5,134,87,2012-10-25,11417362,7.487843
2013,The Diving Bell and the Butterfly,Drama,7.4,283,112,2007-05-22,19777647,13.65494
1440,Little Children,Romance,6.9,240,136,2006-10-06,14821658,11.942862
18041,Gossip,Drama,5.5,68,90,2000-04-21,5108820,5.833687
28029,A Walk on the Moon,Drama,6.2,21,107,1999-01-29,0,6.370267
1123,Catch a Fire,Action,6.4,25,101,2006-10-27,4291965,4.052219
14033,Soul Survivors,Horror,4.4,49,84,2001-09-06,0,3.231848
87729,Jefferson in Paris,Drama,5.2,10,139,1995-03-31,2474000,0.900442
16899,Easy Virtue,Comedy,6.3,108,93,2008-01-01,0,8.387573
41317,Caravans,Action,5.8,1,127,1978-11-02,0,0.633004
245700,Mr. Turner,History,6.3,204,150,2014-10-31,5405500,9.242554
37842,Wild Grass,Drama,5.8,22,104,2009-05-20,0,1.866443
9045,Amen.,Drama,7.1,75,132,2002-02-13,0,5.930533
44092,Reign of Assassins,History,6.7,57,117,2010-09-01,0,4.930129
16005,The Lucky Ones,Comedy,6.3,55,113,2008-09-26,0,8.747922
44754,Margaret,Drama,6.1,86,149,2011-09-30,46495,4.898424
23988,Stan Helsing,Comedy,4,97,90,2009-10-27,0,7.410523
43949,Flipped,Romance,7.4,418,89,2010-08-06,1755212,24.210698
142,Brokeback Mountain,Drama,7.5,1480,134,2005-09-02,178043761,44.135568
9603,Clueless,Comedy,6.9,803,97,1995-07-19,0,16.051328
10712,Far from Heaven,Drama,6.9,144,107,2002-09-01,29027914,9.982885
243938,Hot Tub Time Machine 2,Comedy,5,354,93,2015-02-20,12314651,16.618874
10876,Quills,Drama,6.8,128,124,2000-11-22,7060876,7.261196
86838,Seven Psychopaths,Comedy,6.7,1206,110,2012-09-07,19422261,32.306455
25208,The Caveman's Valentine,Drama,6,27,105,2001-01-19,0,4.722403
613,Downfall,Drama,7.7,1037,156,2004-09-08,92180910,32.445895
1913,The Sea Inside,Drama,7.2,219,125,2004-09-03,38535221,17.363739
97370,Under the Skin,Thriller,6,1102,108,2014-03-14,5380251,29.782161
801,"Good Morning, Vietnam",Comedy,7.1,642,121,1987-12-23,123922370,18.362333
70829,The Last Godfather,Action,4.7,7,100,2010-12-29,16700000,0.680753
54518,Justin Bieber: Never Say Never,Documentary,4.8,154,105,2011-02-11,98441954,6.735922
44214,Black Swan,Drama,7.3,4430,108,2010-12-02,327803731,91.285683
240,The Godfather: Part II,Drama,8.3,3338,200,1974-12-20,47542841,105.792936
9816,Save the Last Dance,Drama,6.3,352,112,2001-01-12,91038276,9.969624
10131,A Nightmare on Elm Street 4: The Dream Master,Horror,5.8,281,99,1988-08-19,72500000,17.113408
339984,Miracles from Heaven,Drama,6.7,186,117,2016-03-17,77000000,10.248439
8859,"Dude, Where’s My Car?",Comedy,5.2,509,83,2000-12-15,73180723,25.316146
11967,Young Guns,Crime,6.6,258,107,1988-08-12,44726644,9.499325
239563,St. Vincent,Comedy,7.1,763,102,2014-10-09,54837234,43.791745
222899,About Last Night,Comedy,6,210,100,2014-02-14,49002684,11.828068
4951,10 Things I Hate About You,Comedy,7.3,1701,97,1999-03-30,53478166,54.550275
10985,The New Guy,Comedy,5.7,151,88,2002-05-10,0,13.525704
9644,National Lampoon's Loaded Weapon 1,Comedy,5.7,157,84,1993-02-04,0,12.963328
332567,The Shallows,Horror,6.2,1567,86,2016-06-24,119100758,60.829621
1954,The Butterfly Effect,Science Fiction,7.3,2060,113,2004-01-22,96060858,73.307513
15489,Snow Day,Comedy,4.8,51,89,2000-02-11,0,7.964289
15250,This Christmas,Comedy,7.1,29,117,2007-11-27,0,2.388918
22345,Baby Geniuses,Science Fiction,3.3,75,97,1999-03-12,36450736,4.580081
9448,The Big Hit,Action,6.1,109,91,1998-04-24,27007143,6.425528
38223,Harriet the Spy,Comedy,5.7,46,100,1996-07-10,0,4.63093
11186,Child's Play 2,Drama,5.8,308,84,1990-11-09,35763605,16.681567
136835,No Good Deed,Crime,5.6,181,83,2014-09-10,53830415,24.656068
5876,The Mist,Science Fiction,6.7,1399,126,2007-11-21,57096190,37.104353
264660,Ex Machina,Drama,7.6,4737,108,2015-01-21,36869414,95.130041
492,Being John Malkovich,Fantasy,7.3,1101,112,1999-09-30,22863596,27.546914
25462,Two Can Play That Game,Comedy,6.6,17,90,2001-09-07,0,2.27213
238603,Earth to Echo,Family,5.7,290,89,2014-06-14,45300000,17.371327
10691,Crazy/Beautiful,Drama,6.6,96,99,2001-06-29,16929123,6.130096
1251,Letters from Iwo Jima,Action,7.2,541,141,2006-12-19,68673228,24.47248
5172,The Astronaut Farmer,Adventure,6.2,123,104,2006-10-15,11130889,6.764437
58680,Woo,Comedy,5.5,10,84,1998-05-08,8026971,1.750054
264644,Room,Drama,8.1,2757,117,2015-10-16,35401758,66.11334
14577,Dirty Work,Comedy,6.5,66,82,1998-06-12,0,9.066881
11592,Serial Mom,Comedy,6.4,135,95,1994-04-13,7820688,6.170139
16406,Dick,Comedy,5.7,67,94,1999-08-04,27500000,4.742537
19052,Light It Up,Drama,6.6,7,99,1999-11-04,0,1.212956
3682,54,Music,5.5,135,106,1998-08-28,16757163,11.880899
9683,Bubble Boy,Adventure,5.1,163,84,2001-08-24,0,10.131123
2084,Birthday Girl,Comedy,6.1,103,93,2001-09-06,0,5.831302
107811,21 & Over,Comedy,5.7,737,93,2013-03-01,48065672,35.522027
2266,"Paris, je t'aime",Drama,6.8,207,120,2006-05-16,4857367,10.573191
13074,Resurrecting the Champ,Drama,5.9,60,112,2007-06-14,0,4.898437
144340,Admission,Comedy,5.4,304,107,2013-03-21,18000000,17.632446
48217,The Widow of Saint-Pierre,Romance,6.7,11,112,2000-01-01,0,1.780065
28211,Chloe,Drama,5.9,498,96,2009-03-25,8459458,26.373864
47502,Faithful,Comedy,4.8,4,91,1996-04-03,9789900,1.647335
9950,Find Me Guilty,Drama,6.5,138,125,2006-03-16,2636637,12.321302
84892,The Perks of Being a Wallflower,Drama,7.7,2968,102,2012-09-20,33400000,43.444135
24227,Excessive Force,Action,4.5,10,87,1993-05-14,1200000,1.279106
9672,Infamous,Drama,6.4,60,110,2006-11-16,1151330,3.680896
44853,The Claim,Drama,5.6,17,120,2000-12-29,0,2.996284
157544,The Vatican Tapes,Thriller,4.6,243,91,2015-07-24,1784763,10.475368
59678,Attack the Block,Action,6.3,733,88,2011-05-12,3964682,30.952377
79777,In the Land of Blood and Honey,Drama,5.8,45,127,2011-12-23,303877,4.267466
158011,The Call,Crime,6.6,1257,94,2013-03-14,68572378,34.532418
407887,Operation Chromite,History,5.8,29,110,2016-07-27,0,6.116436
17043,The Crocodile Hunter: Collision Course,Family,5.3,34,90,2002-07-26,33082548,1.714972
8952,I Love You Phillip Morris,Comedy,6.4,503,98,2009-01-18,10652035,19.664699
62204,Quest for Fire,Adventure,7.1,109,100,1981-12-15,55260558,6.537986
13435,Antwone Fisher,Drama,6.7,137,120,2002-12-19,23367586,13.349012
17187,The Emperor's Club,Drama,6.9,96,108,2002-11-22,0,6.796079
319,True Romance,Action,7.5,749,120,1993-09-09,12281551,35.268557
59457,Womb,Romance,5.9,92,111,2010-07-15,0,7.453347
9504,Glengarry Glen Ross,Crime,7.5,323,100,1992-09-15,10725228,13.939054
37414,The Killer Inside Me,Crime,6,173,109,2010-02-19,0,11.892615
6217,Cat People,Drama,6,94,118,1982-04-02,0,5.69872
26688,Sorority Row,Horror,5.4,177,101,2009-09-09,27206120,8.780512
43867,The Prisoner of Zenda,Adventure,8.4,11,101,1937-09-03,0,4.021389
6615,Lars and the Real Girl,Comedy,7.1,509,106,2007-10-12,11293663,15.817096
14574,The Boy in the Striped Pyjamas,War,7.7,1451,94,2008-05-07,20416563,34.821223
16,Dancer in the Dark,Drama,7.6,377,140,2000-05-17,40031879,22.022228
39780,Oscar and Lucinda,Drama,6.2,25,132,1997-12-31,0,0.139384
21612,The Funeral,Crime,7.3,31,99,1996-01-26,1227324,2.950618
36691,Solitary Man,Comedy,5.8,84,90,2009-09-07,5024782,7.497306
23631,Machete,Action,6.3,1150,105,2010-09-01,31327899,26.396191
45324,Casino Jack,Crime,6,94,108,2010-09-16,1083683,6.546037
12144,The Land Before Time,Animation,7,640,69,1988-11-18,84460846,28.670193
11658,Tae Guk Gi: The Brotherhood of War,Action,7.4,133,140,2004-02-05,15,9.572705
56601,The Perfect Game,Drama,6.3,30,118,2010-04-01,3878993,0.903529
9552,The Exorcist,Drama,7.5,2005,122,1973-12-26,441306145,47.584643
578,Jaws,Horror,7.5,2542,124,1975-06-18,470654000,50.152327
2105,American Pie,Comedy,6.4,2296,95,1999-07-09,235483004,60.767168
126319,Ernest & Celestine,Animation,7.6,142,78,2012-12-12,8109160,11.103202
10136,The Golden Child,Action,5.6,304,94,1986-12-12,79817939,15.26213
67660,Think Like a Man,Comedy,6.9,281,122,2012-04-16,96070507,6.035152
10611,Barbershop,Comedy,6.2,137,102,2002-04-01,75781642,10.297189
154,Star Trek II: The Wrath of Khan,Action,7.3,675,113,1982-06-03,96800000,22.434102
3049,Ace Ventura: Pet Detective,Comedy,6.4,1648,86,1994-02-04,107217396,41.249004
860,WarGames,Thriller,7,504,114,1983-06-03,79567667,23.161754
9281,Witness,Crime,7,375,113,1985-02-08,68706993,19.195399
